Time,TMin,TMax,VMin,VMax,NMin,NMax
414,0.0721642,0.0740052,0.00365196,0.0055147,0.647593,1.03505
415,0.0717303,0.073562,0.00362456,0.00548205,0.647829,1.03566
416,0.071299,0.0731215,0.00359742,0.00544969,0.648065,1.03627
417,0.0708702,0.0726837,0.00357054,0.00541762,0.648298,1.03688
418,0.0704439,0.0722484,0.00354392,0.00538583,0.648531,1.03748
419,0.0700202,0.0718157,0.00351756,0.00535432,0.648761,1.03808
420,0.069599,0.0713856,0.00349144,0.00532309,0.648991,1.03867
421,0.0691804,0.070958,0.00346557,0.00529214,0.649219,1.03927
422,0.0687642,0.070533,0.00343995,0.00526146,0.649446,1.03985
423,0.0683505,0.0701106,0.00341457,0.00523104,0.649671,1.04044
424,0.0679393,0.0696906,0.00338942,0.0052009,0.649895,1.04102
425,0.0675305,0.0692732,0.00336452,0.00517101,0.650118,1.0416
426,0.0671242,0.0688583,0.00333985,0.00514138,0.650339,1.04217
427,0.0667203,0.0684458,0.0033154,0.00511201,0.650559,1.04274
428,0.0663188,0.0680358,0.00329119,0.00508289,0.650777,1.04331
429,0.0659198,0.0676283,0.0032672,0.00505402,0.650995,1.04387
430,0.0655231,0.0672232,0.00324344,0.00502539,0.651211,1.04443
431,0.0651288,0.0668206,0.00321989,0.00499702,0.651425,1.04499
432,0.0647369,0.0664203,0.00319657,0.00496888,0.651639,1.04555
433,0.0643474,0.0660225,0.00317345,0.00494098,0.651851,1.0461
434,0.0639601,0.0656271,0.00315055,0.00491332,0.652061,1.04665
435,0.0635753,0.065234,0.00312786,0.00488589,0.652271,1.04719
436,0.0631927,0.0648433,0.00310538,0.00485869,0.652479,1.04773
437,0.0628124,0.064455,0.00308311,0.00483172,0.652686,1.04827
438,0.0624345,0.064069,0.00306103,0.00480497,0.652892,1.0488
439,0.0620588,0.0636853,0.00303916,0.00477845,0.653096,1.04934
440,0.0616854,0.063304,0.00301748,0.00475215,0.6533,1.04987
441,0.0613142,0.062925,0.00299601,0.00472606,0.653502,1.05039
442,0.0609453,0.0625482,0.00297472,0.00470019,0.653703,1.05091
443,0.0605786,0.0621737,0.00295363,0.00467454,0.653902,1.05143
444,0.0602142,0.0618015,0.00293272,0.00464909,0.654101,1.05195
445,0.0598519,0.0614316,0.00291201,0.00462386,0.654298,1.05246
446,0.0594919,0.0610639,0.00289147,0.00459882,0.654494,1.05297
447,0.059134,0.0606984,0.00287112,0.004574,0.654689,1.05348
448,0.0587783,0.0603351,0.00285096,0.00454937,0.654883,1.05399
449,0.0584248,0.059974,0.00283097,0.00452494,0.655075,1.05449
450,0.0580734,0.0596152,0.00281116,0.00450072,0.655266,1.05499
451,0.0577242,0.0592585,0.00279152,0.00447668,0.655457,1.05548
452,0.057377,0.058904,0.00277205,0.00445284,0.655646,1.05597
453,0.057032,0.0585516,0.00275276,0.00442919,0.655834,1.05646
454,0.0566891,0.0582014,0.00273364,0.00440572,0.656021,1.05695
455,0.0563483,0.0578533,0.00271468,0.00438245,0.656206,1.05743
456,0.0560096,0.0575073,0.00269589,0.00435936,0.656391,1.05792
457,0.0556729,0.0571635,0.00267726,0.00433645,0.656575,1.05839
458,0.0553383,0.0568217,0.0026588,0.00431372,0.656757,1.05887
459,0.0550057,0.056482,0.00264049,0.00429117,0.656938,1.05934
460,0.0546752,0.0561444,0.00262234,0.00426879,0.657119,1.05981
461,0.0543466,0.0558089,0.00260435,0.0042466,0.657298,1.06028
462,0.0540201,0.0554754,0.00258652,0.00422457,0.657476,1.06074
463,0.0536956,0.0551439,0.00256883,0.00420271,0.657653,1.06121
464,0.0533731,0.0548145,0.0025513,0.00418103,0.657829,1.06167
465,0.0530525,0.0544871,0.00253392,0.00415951,0.658004,1.06212
466,0.052734,0.0541617,0.00251669,0.00413816,0.658178,1.06258
467,0.0524173,0.0538383,0.0024996,0.00411697,0.658351,1.06303
468,0.0521026,0.0535168,0.00248266,0.00409594,0.658522,1.06347
469,0.0517899,0.0531974,0.00246586,0.00407508,0.658693,1.06392
470,0.051479,0.0528799,0.00244921,0.00405437,0.658863,1.06436
471,0.0511701,0.0525643,0.00243269,0.00403382,0.659032,1.0648
472,0.0508631,0.0522507,0.00241631,0.00401343,0.6592,1.06524
473,0.0505579,0.051939,0.00240007,0.00399318,0.659366,1.06568
474,0.0502547,0.0516292,0.00238397,0.0039731,0.659532,1.06611
475,0.0499533,0.0513213,0.002368,0.00395316,0.659697,1.06654
476,0.0496537,0.0510153,0.00235217,0.00393337,0.659861,1.06697
477,0.049356,0.0507112,0.00233646,0.00391373,0.660024,1.06739
478,0.0490602,0.0504089,0.00232089,0.00389423,0.660186,1.06782
479,0.0487661,0.0501086,0.00230545,0.00387488,0.660346,1.06824
480,0.0484739,0.04981,0.00229013,0.00385568,0.660506,1.06865
481,0.0481835,0.0495133,0.00227494,0.00383661,0.660665,1.06907
482,0.0478948,0.0492185,0.00225987,0.00381768,0.660824,1.06948
483,0.047608,0.0489254,0.00224493,0.0037989,0.660981,1.06989
484,0.0473229,0.0486342,0.00223011,0.00378025,0.661137,1.0703
485,0.0470396,0.0483447,0.00221541,0.00376174,0.661292,1.07071
486,0.046758,0.048057,0.00220084,0.00374336,0.661447,1.07111
487,0.0464781,0.0477711,0.00218638,0.00372511,0.6616,1.07151
488,0.0462,0.047487,0.00217204,0.003707,0.661753,1.07191
489,0.0459237,0.0472046,0.00215781,0.00368901,0.661904,1.07231
490,0.045649,0.046924,0.0021437,0.00367116,0.662055,1.0727
491,0.045376,0.0466451,0.0021297,0.00365343,0.662205,1.07309
492,0.0451047,0.0463679,0.00211582,0.00363583,0.662354,1.07348
493,0.0448351,0.0460924,0.00210205,0.00361836,0.662502,1.07387
494,0.0445672,0.0458187,0.00208838,0.00360101,0.66265,1.07425
495,0.0443009,0.0455466,0.00207483,0.00358378,0.662796,1.07464
496,0.0440363,0.0452762,0.00206139,0.00356668,0.662942,1.07502
497,0.0437733,0.0450075,0.00204805,0.00354969,0.663086,1.07539
498,0.0435119,0.0447404,0.00203482,0.00353283,0.66323,1.07577
499,0.0432522,0.044475,0.00202169,0.00351608,0.663373,1.07614
500,0.0429941,0.0442113,0.00200867,0.00349945,0.663515,1.07652
501,0.0427376,0.0439492,0.00199575,0.00348293,0.663657,1.07689
502,0.0424826,0.0436887,0.00198293,0.00346653,0.663797,1.07725
503,0.0422293,0.0434298,0.00197021,0.00345025,0.663937,1.07762
504,0.0419775,0.0431725,0.0019576,0.00343407,0.664076,1.07798
505,0.0417273,0.0429168,0.00194508,0.00341801,0.664214,1.07834
506,0.0414786,0.0426627,0.00193266,0.00340206,0.664351,1.0787
507,0.0412315,0.0424101,0.00192033,0.00338622,0.664487,1.07906
508,0.040986,0.0421592,0.00190811,0.00337048,0.664623,1.07941
509,0.0407419,0.0419098,0.00189597,0.00335485,0.664758,1.07976
510,0.0404994,0.0416619,0.00188394,0.00333933,0.664892,1.08011
511,0.0402584,0.0414156,0.00187199,0.00332392,0.665025,1.08046
512,0.0400188,0.0411708,0.00186014,0.00330861,0.665158,1.08081
513,0.0397808,0.0409275,0.00184838,0.0032934,0.665289,1.08115
514,0.0395443,0.0406857,0.0018367,0.00327829,0.66542,1.0815
515,0.0393092,0.0404455,0.00182512,0.00326329,0.665551,1.08184
516,0.0390756,0.0402067,0.00181363,0.00324838,0.66568,1.08217
517,0.0388434,0.0399694,0.00180223,0.00323358,0.665809,1.08251
518,0.0386127,0.0397336,0.00179091,0.00321887,0.665937,1.08284
519,0.0383834,0.0394992,0.00177968,0.00320426,0.666064,1.08318
520,0.0381556,0.0392663,0.00176853,0.00318975,0.66619,1.08351
521,0.0379292,0.0390349,0.00175747,0.00317533,0.666316,1.08384
522,0.0377042,0.0388049,0.00174649,0.003161,0.666441,1.08416
523,0.0374805,0.0385763,0.0017356,0.00314678,0.666565,1.08449
524,0.0372583,0.0383492,0.00172478,0.00313264,0.666689,1.08481
525,0.0370375,0.0381234,0.00171405,0.0031186,0.666812,1.08513
526,0.036818,0.0378991,0.0017034,0.00310464,0.666934,1.08545
527,0.0366,0.0376761,0.00169283,0.00309078,0.667055,1.08577
528,0.0363832,0.0374546,0.00168234,0.00307701,0.667176,1.08608
529,0.0361679,0.0372344,0.00167192,0.00306333,0.667296,1.0864
530,0.0359538,0.0370156,0.00166159,0.00304973,0.667415,1.08671
531,0.0357411,0.0367981,0.00165133,0.00303622,0.667534,1.08702
532,0.0355298,0.036582,0.00164115,0.0030228,0.667652,1.08733
533,0.0353197,0.0363673,0.00163104,0.00300946,0.667769,1.08763
534,0.035111,0.0361539,0.00162101,0.00299621,0.667885,1.08794
535,0.0349036,0.0359418,0.00161105,0.00298305,0.668001,1.08824
536,0.0346974,0.035731,0.00160116,0.00296996,0.668116,1.08854
537,0.0344926,0.0355215,0.00159135,0.00295696,0.668231,1.08884
538,0.034289,0.0353134,0.00158161,0.00294404,0.668345,1.08914
539,0.0340867,0.0351065,0.00157194,0.0029312,0.668458,1.08943
540,0.0338857,0.034901,0.00156234,0.00291845,0.668571,1.08973
541,0.0336859,0.0346967,0.00155282,0.00290577,0.668683,1.09002
542,0.0334874,0.0344937,0.00154336,0.00289317,0.668794,1.09031
543,0.0332901,0.0342919,0.00153397,0.00288065,0.668905,1.0906
544,0.0330941,0.0340914,0.00152465,0.0028682,0.669015,1.09089
545,0.0328992,0.0338922,0.00151539,0.00285584,0.669124,1.09117
546,0.0327056,0.0336942,0.0015062,0.00284355,0.669233,1.09146
547,0.0325132,0.0334974,0.00149708,0.00283133,0.669341,1.09174
548,0.032322,0.0333019,0.00148803,0.00281919,0.669449,1.09202
549,0.032132,0.0331076,0.00147904,0.00280713,0.669555,1.0923
550,0.0319432,0.0329144,0.00147011,0.00279513,0.669662,1.09258
551,0.0317556,0.0327225,0.00146125,0.00278321,0.669767,1.09285
552,0.0315691,0.0325318,0.00145246,0.00277137,0.669873,1.09313
553,0.0313838,0.0323423,0.00144372,0.00275959,0.669977,1.0934
554,0.0311997,0.0321539,0.00143505,0.00274789,0.670081,1.09367
555,0.0310167,0.0319668,0.00142644,0.00273626,0.670184,1.09394
556,0.0308349,0.0317808,0.00141789,0.00272469,0.670287,1.09421
557,0.0306542,0.0315959,0.0014094,0.0027132,0.670389,1.09448
558,0.0304746,0.0314122,0.00140097,0.00270177,0.670491,1.09474
559,0.0302961,0.0312297,0.0013926,0.00269041,0.670592,1.095
560,0.0301188,0.0310483,0.00138429,0.00267912,0.670692,1.09527
561,0.0299426,0.030868,0.00137604,0.0026679,0.670792,1.09553
562,0.0297675,0.0306888,0.00136784,0.00265674,0.670891,1.09579
563,0.0295934,0.0305108,0.00135971,0.00264565,0.67099,1.09604
564,0.0294205,0.0303338,0.00135163,0.00263463,0.671088,1.0963
565,0.0292486,0.030158,0.00134361,0.00262367,0.671185,1.09655
566,0.0290779,0.0299833,0.00133564,0.00261277,0.671282,1.09681
567,0.0289082,0.0298096,0.00132773,0.00260194,0.671379,1.09706
568,0.0287395,0.0296371,0.00131987,0.00259117,0.671475,1.09731
569,0.0285719,0.0294656,0.00131207,0.00258046,0.67157,1.09756
570,0.0284054,0.0292951,0.00130432,0.00256981,0.671665,1.0978
571,0.0282398,0.0291258,0.00129663,0.00255923,0.671759,1.09805
572,0.0280754,0.0289575,0.00128899,0.00254871,0.671853,1.09829
573,0.0279119,0.0287902,0.0012814,0.00253824,0.671946,1.09854
574,0.0277495,0.028624,0.00127387,0.00252784,0.672039,1.09878
575,0.0275881,0.0284588,0.00126638,0.0025175,0.672131,1.09902
576,0.0274277,0.0282947,0.00125895,0.00250721,0.672223,1.09926
577,0.0272683,0.0281315,0.00125157,0.00249699,0.672314,1.0995
578,0.0271099,0.0279694,0.00124424,0.00248682,0.672405,1.09973
579,0.0269525,0.0278083,0.00123696,0.00247671,0.672495,1.09997
580,0.0267961,0.0276482,0.00122973,0.00246666,0.672584,1.1002
581,0.0266406,0.0274891,0.00122255,0.00245666,0.672673,1.10043
582,0.0264862,0.027331,0.00121542,0.00244672,0.672762,1.10066
583,0.0263327,0.0271739,0.00120833,0.00243684,0.67285,1.10089
584,0.0261801,0.0270177,0.0012013,0.00242701,0.672938,1.10112
585,0.0260285,0.0268625,0.00119431,0.00241724,0.673025,1.10135
586,0.0258779,0.0267083,0.00118737,0.00240752,0.673111,1.10157
587,0.0257282,0.0265551,0.00118047,0.00239785,0.673198,1.1018
588,0.0255794,0.0264028,0.00117362,0.00238824,0.673283,1.10202
589,0.0254315,0.0262514,0.00116682,0.00237868,0.673368,1.10224
590,0.0252846,0.026101,0.00116007,0.00236918,0.673453,1.10246
591,0.0251386,0.0259515,0.00115336,0.00235973,0.673537,1.10268
592,0.0249935,0.025803,0.00114669,0.00235032,0.673621,1.1029
593,0.0248494,0.0256553,0.00114007,0.00234097,0.673704,1.10312
594,0.0247061,0.0255086,0.00113349,0.00233167,0.673787,1.10333
595,0.0245637,0.0253628,0.00112696,0.00232243,0.67387,1.10355
596,0.0244222,0.025218,0.00112047,0.00231323,0.673952,1.10376
597,0.0242816,0.025074,0.00111402,0.00230408,0.674033,1.10397
598,0.0241418,0.0249309,0.00110762,0.00229498,0.674114,1.10418
599,0.024003,0.0247887,0.00110126,0.00228593,0.674195,1.10439
